22
13
28
30
23
21
84
60
70
35
33
50
62
26
62
88
60
26
40
40
83
34
3
50
42
23
21
15
21
21
22
32
34
23
20
61
47
50
38
18
38
38
50
53
22
30
24
15
12
34
20
63
37
93
38
33
37
40
29
26
23
28
100
21
63
45
26
62
26
89
35
25
35
75
55
27
57
17
36
128
24
31
51
27
44
45
14
38
115
28
71
45
61
19
26
140
52
28
49
106
