 ,Area,Mean,Min,Max,Angle,Length
1,23.085,92.258,34.547,171.902,-59.036,102.333
2,22.832,91.749,35.317,147.154,31.357,101.178
3,9.568,145.513,23.740,201.386,-16.699,42.283
4,18.225,99.138,38.145,193.354,17.526,80.696
5,20.858,77.117,31.737,152.000,168.198,92.404
6,11.947,132.266,21.667,184.180,57.529,52.806
7,2.784,71.488,32.333,140.333,26.565,12.075
8,1.569,69.194,30.000,84.667,180.000,6.750
9,11.998,97.620,18.558,183.878,-14.744,53.047
10,16.504,95.927,27.337,183.176,157.218,73.212
11,5.923,103.269,34.423,186.342,-34.509,26.212
12,6.075,148.086,51.333,188.766,45.000,26.729
13,25.566,87.516,31.333,166.667,-90.000,113.400
14,3.746,62.587,37.411,94.462,34.992,16.479
15,5.417,111.565,26.053,163.571,132.709,23.884
16,7.391,121.938,25.083,169.282,38.290,32.680
17,4.860,113.508,18.126,177.212,55.305,21.345
18,5.923,117.092,27.727,191.858,11.889,26.212
19,4.809,159.312,49.509,196.084,116.565,21.131
20,8.201,137.985,28.837,183.335,63.435,36.224
21,7.290,71.851,53.094,100.764,14.621,32.089
22,8.809,83.408,46.904,140.664,-33.690,38.940
23,6.176,124.667,15.556,168.014,-57.095,27.335
24,17.263,122.232,31.333,193.128,32.005,76.415
25,16.453,163.430,81.568,205.148,70.560,73.012
26,17.314,108.827,24.288,196.228,-113.860,76.760
27,4.202,109.898,54.048,215.177,-17.103,18.362
28,3.189,85.507,18.798,141.169,29.055,13.899
29,5.518,115.250,22.148,200.000,176.820,24.337
30,8.505,113.205,14.834,180.634,-21.038,37.607
31,4.759,156.672,115.000,168.243,45.000,21.001
32,5.518,78.255,22.037,138.852,70.560,24.337
33,12.606,79.142,15.402,160.780,-37.147,55.891
34,17.010,140.393,36.703,195.866,26.565,75.467
35,3.594,129.545,68.241,164.000,-120.964,15.744
36,17.972,124.171,33.667,194.002,146.041,79.753
37,14.985,120.743,14.765,203.381,-123.366,66.274
38,13.973,78.111,44.530,133.216,31.608,61.821
39,20.453,93.679,44.853,168.542,120.379,90.762
40,26.882,155.718,36.000,202.644,76.908,119.198
41,7.037,94.415,14.716,135.402,145.620,31.079
42,18.225,131.703,26.957,195.117,72.474,80.696
43,9.163,71.278,26.667,129.667,-90.000,40.500
44,10.328,129.801,48.000,191.897,-108.970,45.681
45,9.163,65.128,11.400,162.000,93.814,40.590
46,3.999,156.404,57.193,198.945,112.620,17.550
47,5.873,127.857,33.840,187.032,96.009,25.792
48,4.556,137.183,20.418,177.827,151.699,19.933
49,6.024,148.263,118.667,198.287,104.744,26.523
50,13.618,145.578,29.486,193.871,-79.695,60.374
51,4.303,116.659,58.333,159.000,90.000,18.900
52,4.404,129.975,56.653,178.976,-114.775,19.329
53,12.150,118.434,34.511,186.117,101.592,53.746
54,13.314,114.417,67.792,178.206,105.945,58.969
55,6.784,107.392,31.445,183.947,-84.806,29.822
56,10.328,146.591,84.984,209.138,161.030,45.681
57,5.771,123.654,53.645,177.698,-122.005,25.472
58,6.075,136.043,24.706,170.353,130.914,26.797
59,1.620,152.288,57.145,191.863,-78.690,6.884
60,6.429,98.795,8.667,164.000,180.000,28.350
61,10.125,111.596,29.153,165.271,-105.709,44.876
62,10.125,112.616,47.050,173.079,-133.781,44.876
63,5.214,146.443,87.000,172.323,118.072,22.950
64,3.341,99.286,22.635,129.216,146.310,14.602
65,1.417,126.964,51.000,185.490,-63.435,6.037
66,14.479,98.823,28.271,183.089,-157.751,64.178
67,15.036,70.446,42.077,149.567,54.058,66.699
68,3.999,121.084,41.333,173.333,180.000,17.550
69,11.947,51.653,24.000,103.539,127.747,52.926
70,28.350,86.277,21.555,168.275,-86.923,125.731
71,32.046,55.359,13.979,137.798,-108.263,142.161
72,4.455,119.949,24.212,167.509,74.055,19.656
73,5.518,100.874,21.667,142.500,-19.440,24.337
74,3.291,140.532,19.667,189.917,48.814,14.351
75,5.670,135.119,27.663,168.556,-139.399,24.893
76,10.834,79.188,11.000,168.896,-16.390,47.844
77,5.771,152.721,45.667,211.527,154.799,25.364
78,9.264,70.758,17.251,114.661,162.759,40.992
79,10.733,103.952,38.536,153.052,19.983,47.404
80,4.404,127.085,18.605,187.849,155.225,19.329
81,7.948,147.543,67.744,195.385,-85.601,35.204
82,2.481,79.264,28.500,123.000,-7.125,10.884
83,2.228,80.452,27.133,163.314,123.690,9.735
84,1.873,107.132,71.667,151.667,170.538,8.212
85,8.303,123.187,39.675,154.537,96.340,36.674
86,16.959,88.984,11.500,162.279,-68.962,75.213
87,16.605,80.195,33.509,137.615,-135.744,73.510
88,7.037,148.346,45.647,188.000,-55.620,31.079
89,4.151,106.995,55.222,153.667,-131.987,18.162
90,7.644,78.661,18.208,110.227,-23.499,33.858
91,3.949,146.031,47.333,187.697,-128.660,17.288
92,16.909,92.639,27.712,171.608,50.856,74.849
93,10.429,122.893,59.048,190.764,5.042,46.078
94,6.531,81.183,62.221,118.208,131.186,28.701
95,6.126,115.289,22.333,173.333,180.000,27.000
96,2.481,67.633,25.333,117.667,180.000,10.800
97,12.758,103.176,42.517,185.383,163.301,56.378
98,14.884,100.004,53.008,172.961,30.763,65.984
99,3.443,34.966,20.037,50.219,-169.695,15.093
100,7.189,115.647,33.124,189.640,129.806,31.632
