 ,Area,Mean,Min,Max,Angle,Length
1,19.441,92.456,48.597,175.169,3.366,77.012
2,24.744,105.192,54.482,183.347,10.620,98.157
3,8.458,148.044,21.160,211.629,-174.806,33.300
4,13.382,72.458,43.846,139.620,27.657,53.016
5,11.741,189.164,126.199,229.404,16.966,46.474
6,23.166,149.977,50.807,236.869,-22.091,91.934
7,10.604,126.651,60.514,187.948,151.907,41.976
8,16.033,107.339,34.941,201.443,18.149,63.639
9,9.405,134.093,104.186,202.744,150.110,37.058
10,13.066,161.669,93.784,228.769,180.000,51.853
11,12.687,172.419,28.825,232.771,79.875,50.134
12,20.578,158.431,31.841,225.182,175.764,81.717
13,19.946,148.070,46.975,218.446,-169.224,79.178
14,14.960,73.482,14.288,131.196,-11.976,59.325
15,10.983,156.188,81.702,192.508,4.984,43.369
16,11.046,136.900,30.658,189.045,-170.430,43.841
17,10.604,160.750,36.075,212.713,-3.427,42.049
18,8.143,154.607,91.005,207.426,22.551,32.099
19,10.352,102.999,55.517,212.253,164.344,41.040
20,4.671,109.904,68.954,180.995,132.221,18.354
21,7.133,174.980,105.520,226.470,15.524,28.153
22,7.322,172.999,61.288,206.862,9.545,28.822
23,7.890,160.994,100.747,200.359,-9.236,31.257
24,6.691,162.006,49.289,198.636,-10.989,26.393
25,4.734,115.671,45.678,156.037,143.286,18.519
26,8.143,103.492,47.318,188.288,-175.498,32.194
27,16.096,174.765,105.039,212.167,-9.090,63.734
28,15.591,98.558,31.699,184.780,-19.983,61.705
29,14.960,139.368,51.788,229.988,163.022,59.363
30,18.684,87.987,33.608,140.836,180.000,74.076
31,17.800,129.549,45.207,223.033,134.282,70.718
32,16.348,149.929,56.628,222.183,139.712,64.813
33,11.867,118.730,13.093,224.256,166.409,47.012
34,12.877,97.454,22.635,163.674,-173.224,50.993
35,3.850,164.773,26.549,215.802,8.673,15.019
36,4.419,175.221,134.324,194.496,180.000,17.284
37,4.103,127.344,58.589,186.001,-4.467,16.097
38,12.814,148.221,61.697,216.830,174.600,50.859
39,19.505,151.125,30.314,209.909,-171.791,77.347
40,20.767,30.987,12.166,65.569,171.400,82.413
41,5.555,139.833,24.869,188.705,-163.426,21.877
42,4.608,131.580,64.292,184.744,73.836,17.976
43,13.129,86.279,30.557,125.245,-5.545,52.088
44,12.498,93.176,27.789,137.805,-161.107,49.584
45,14.076,63.787,31.045,94.837,-174.852,55.776
46,3.787,118.754,46.983,190.780,-4.844,14.866
47,4.734,137.581,59.243,219.850,3.094,18.560
48,4.923,92.846,57.760,160.876,26.896,19.324
49,14.076,145.362,57.192,193.017,173.802,55.899
50,2.272,135.276,38.753,195.390,171.634,8.730
51,6.754,128.623,70.137,171.082,21.701,26.594
52,5.428,120.796,46.764,170.144,-125.380,21.241
53,3.030,153.875,40.212,224.122,18.825,11.712
54,4.482,93.192,49.171,167.004,154.885,17.677
55,8.774,141.998,84.380,171.341,175.825,34.657
56,6.249,108.777,20.135,179.909,-17.319,24.599
57,1.704,128.567,97.704,162.672,158.199,6.648
58,2.904,83.154,31.028,153.090,-167.196,11.382
59,3.409,106.092,50.953,194.976,147.200,13.354
60,34.906,64.977,20.968,165.906,171.341,138.638
61,15.654,99.700,52.900,154.416,167.371,62.001
62,14.644,64.104,17.466,136.662,156.214,58.039
63,12.561,122.193,55.564,187.032,14.597,49.707
64,15.086,58.574,29.797,201.042,171.802,59.887
65,6.060,112.895,28.024,198.985,-9.067,23.748
66,2.904,121.694,70.326,182.953,12.804,11.382
67,3.787,154.239,95.723,185.302,175.156,14.866
68,4.797,138.407,88.827,172.317,121.357,18.845
69,14.202,79.697,45.963,150.270,25.880,56.320
70,10.794,169.351,23.866,222.496,146.962,42.803
71,11.046,123.695,27.081,186.732,163.648,43.754
72,6.502,96.734,65.811,138.782,125.083,25.690
73,5.807,148.561,30.089,215.058,126.119,22.965
74,7.385,110.793,31.682,156.556,-11.991,29.059
75,10.036,115.140,41.892,187.158,172.740,39.814
76,11.551,188.883,107.987,226.159,3.145,45.747
77,6.943,151.493,99.300,183.923,174.710,27.273
78,7.070,101.732,36.323,196.857,-135.365,27.936
79,5.681,80.556,61.658,116.739,-176.748,22.257
80,7.133,82.500,50.561,189.574,-142.214,28.153
81,7.322,87.657,19.406,183.732,100.037,28.822
82,8.774,40.646,19.711,124.355,2.090,34.591
83,9.405,104.084,21.537,196.060,1.948,37.058
84,3.345,126.080,97.065,184.900,131.186,13.124
85,6.375,100.422,37.593,151.832,-147.265,24.999
86,3.850,120.829,64.150,162.335,8.673,15.019
87,4.671,72.678,22.946,113.723,160.084,18.354
88,6.628,37.251,24.247,54.162,-121.535,26.044
89,3.535,156.936,31.429,195.747,153.435,13.803
90,7.575,86.199,58.461,110.195,-172.694,29.861
91,10.983,138.949,51.077,182.610,4.653,43.369
92,3.472,152.783,35.693,196.658,180.000,13.581
93,2.840,142.337,37.625,209.170,180.000,11.111
94,10.415,127.295,44.807,179.451,8.773,41.207
95,7.006,88.870,18.101,149.245,32.391,27.744
96,3.409,100.625,60.521,126.587,-158.806,13.297
97,13.634,113.545,36.307,205.391,169.266,53.998
98,8.521,158.242,52.143,194.927,-162.929,33.585
99,1.894,140.719,67.839,180.333,0.000,7.408
100,7.006,126.510,62.260,190.424,-153.667,27.606
