 ,Area,Mean,Min,Max,Angle,Length
1,18.412,113.325,37.292,182.366,-166.725,83.930
2,16.020,152.704,97.581,204.041,76.464,72.978
3,17.694,120.673,25.995,211.903,21.138,80.624
4,13.821,125.834,64.932,184.776,-19.949,62.890
5,7.078,129.186,14.425,165.755,0.000,32.238
6,7.365,80.978,25.717,147.733,93.740,33.382
7,2.726,164.305,128.930,199.445,-164.476,12.252
8,5.500,85.172,46.466,170.150,-97.561,24.925
9,7.221,122.970,17.144,193.661,168.465,32.877
10,4.495,131.697,77.678,174.861,86.923,20.446
11,2.295,121.067,59.016,135.564,-108.825,10.195
12,3.204,91.626,49.799,119.162,166.809,14.337
13,3.204,128.915,79.093,151.949,131.923,14.457
14,19.894,148.519,50.469,182.364,108.566,90.733
15,43.566,68.401,17.128,188.465,53.570,199.023
16,1.435,124.479,87.509,164.137,180.000,6.448
17,20.229,92.562,20.746,150.145,-171.966,92.247
18,22.907,88.767,32.550,164.931,-85.803,104.508
19,30.654,60.747,13.443,159.816,77.180,139.988
20,6.217,71.526,33.989,105.217,46.565,28.125
21,5.213,122.823,64.719,181.499,39.738,23.666
22,4.782,126.425,37.186,142.802,-5.826,21.599
23,5.739,138.489,44.313,191.999,29.805,25.991
24,2.582,140.172,46.289,175.493,-33.690,11.624
25,2.152,107.638,28.446,157.484,-152.850,9.612
26,2.200,124.034,74.462,179.398,-139.538,9.907
27,2.582,125.332,24.606,166.574,33.389,11.624
28,1.435,160.715,58.016,181.368,60.751,6.266
29,5.882,138.008,28.941,174.920,-130.045,26.693
30,5.978,94.090,36.809,125.128,18.289,27.186
31,11.908,84.450,15.627,193.434,-7.869,54.254
32,4.065,71.138,18.190,145.739,-151.607,18.268
33,4.065,113.482,15.274,172.473,-158.962,18.363
34,2.152,126.877,43.215,165.653,180.000,9.671
35,4.161,181.091,46.656,226.285,103.548,18.767
36,10.377,63.817,17.804,129.841,-48.764,47.209
37,12.577,75.158,23.911,140.365,51.818,57.399
38,11.812,110.720,23.316,174.346,109.764,53.709
39,9.230,121.781,29.325,195.425,-50.080,41.965
40,24.198,156.184,51.490,209.047,76.487,110.512
41,10.808,100.329,68.981,140.875,79.992,49.116
42,8.034,121.944,79.432,195.809,0.000,36.537
43,19.129,114.806,38.163,175.600,52.012,87.275
44,12.912,107.629,61.914,172.345,50.140,58.751
45,11.716,117.517,19.225,188.291,108.658,53.353
46,15.733,93.731,32.531,195.050,106.498,71.742
47,3.587,111.108,57.093,153.649,180.000,16.119
48,2.869,103.217,53.996,152.924,0.000,12.895
49,2.582,104.647,25.484,158.966,-67.797,11.574
50,1.530,139.153,118.572,152.682,128.367,6.881
51,6.886,117.452,77.817,184.822,180.000,31.164
52,7.125,95.284,14.283,146.485,88.065,32.256
53,4.974,108.505,36.804,148.943,180.000,22.567
54,4.687,129.784,27.235,194.014,14.893,21.113
55,3.013,136.595,57.154,179.746,-118.237,13.465
56,8.034,67.378,16.635,109.968,0.000,36.537
57,6.886,92.502,18.002,152.454,6.030,31.330
58,7.078,126.346,28.654,184.371,-115.697,32.202
59,8.369,100.490,57.453,163.316,61.363,37.993
60,8.369,128.350,17.424,164.718,73.648,38.084
61,12.816,111.331,67.708,168.531,53.988,58.465
62,22.333,87.364,28.264,162.913,-152.333,101.901
63,8.369,115.337,26.397,157.883,25.096,37.978
64,1.243,76.056,31.725,108.280,0.000,5.373
65,1.674,90.320,26.916,137.333,90.000,7.522
66,27.067,65.166,26.525,153.962,87.973,123.655
67,2.726,105.826,21.559,156.732,15.524,12.252
68,4.065,112.888,39.057,164.895,-118.113,18.268
69,6.504,140.858,28.054,171.757,-79.354,29.508
70,6.073,143.208,29.337,186.121,-69.550,27.544
71,7.556,134.064,91.145,204.593,-104.300,34.404
72,1.674,127.632,81.658,147.794,0.000,7.522
73,11.525,113.198,70.364,171.412,10.561,52.480
74,5.691,101.970,74.156,148.240,-87.574,25.813
75,6.886,73.218,17.776,131.855,-90.000,31.164
76,10.569,143.369,18.767,182.736,113.883,48.118
77,2.009,103.440,26.566,131.950,14.381,8.861
78,4.161,123.584,25.577,197.409,156.714,18.767
79,8.130,95.976,22.764,144.907,154.189,37.008
80,1.722,116.419,64.566,182.084,6.520,7.599
81,6.121,118.752,35.515,152.071,-54.934,27.732
82,9.230,93.764,31.684,134.194,140.080,41.965
83,4.208,114.080,91.298,143.436,137.328,19.012
84,4.830,105.244,47.691,140.221,-169.028,21.918
85,10.138,100.467,42.322,169.257,90.000,46.208
86,7.317,99.964,63.607,152.123,-155.120,33.174
87,3.682,133.818,33.976,165.843,164.678,16.682
88,5.691,148.119,24.682,202.589,180.000,25.791
89,6.026,127.434,31.524,161.331,101.041,27.397
90,9.086,141.087,57.656,184.604,38.755,41.285
91,10.138,130.661,71.242,197.568,-162.338,46.221
92,14.347,112.986,71.252,160.676,43.643,65.366
93,3.252,145.782,89.366,179.856,162.646,14.616
94,5.786,141.344,46.328,215.817,-70.507,26.168
95,2.391,119.239,39.390,186.294,84.174,10.800
96,4.256,100.346,36.068,154.383,-63.146,19.223
97,9.038,78.616,21.093,151.389,174.198,41.061
98,21.233,128.920,17.972,199.864,-1.814,96.768
99,5.308,92.065,19.133,134.049,-158.776,24.149
100,7.891,154.681,108.762,192.543,-8.427,35.867
101,2.726,127.061,46.927,183.607,-127.073,12.252
102,5.308,126.507,49.646,170.234,63.435,24.029
