 ,Area,Mean,Min,Max,Angle,Length
1,14.236,130.265,24.885,221.678,-23.663,91.028
2,11.945,112.824,31.333,156.805,-14.207,76.341
3,14.675,169.845,113.391,212.953,102.095,93.890
4,19.770,129.671,87.894,193.305,-9.811,126.443
5,13.407,84.450,23.000,140.251,105.859,85.700
6,4.364,134.255,40.762,179.040,135.000,27.821
7,8.410,119.114,62.937,172.914,-173.991,53.692
8,6.801,113.339,73.154,187.753,-6.203,43.346
9,5.217,135.126,77.333,175.230,147.653,33.266
10,7.825,112.872,32.203,158.688,-30.411,49.967
11,11.750,134.815,96.041,164.524,2.862,75.037
12,8.191,98.727,45.922,148.650,36.254,52.276
13,5.582,126.201,46.140,165.965,29.932,35.672
14,4.607,113.796,48.174,144.560,116.565,29.326
15,5.729,88.059,24.573,134.145,138.122,36.487
16,8.386,110.558,61.656,136.501,-85.986,53.528
17,5.997,122.184,20.111,178.336,-11.310,38.214
18,6.631,109.331,51.333,149.998,12.804,42.270
19,2.974,127.763,33.133,145.573,20.225,18.969
20,4.949,118.235,45.000,162.003,22.751,31.491
21,2.633,130.839,50.270,163.137,-153.435,16.758
22,2.218,131.604,36.933,173.756,3.814,14.083
23,12.262,104.634,44.333,173.019,24.727,78.383
24,17.600,110.689,37.762,149.123,-134.326,112.618
25,14.212,125.289,59.000,179.838,-88.819,90.888
26,9.141,117.260,84.959,145.565,-167.969,58.428
27,7.923,87.035,44.222,133.481,-86.820,50.665
28,9.239,157.485,78.980,186.612,165.303,59.077
29,7.484,115.719,70.765,165.667,87.754,47.813
30,2.681,127.957,65.164,162.169,83.660,16.966
31,2.511,153.426,85.375,182.745,139.764,15.953
32,1.682,141.222,56.942,193.051,135.000,10.599
33,2.511,131.366,30.667,162.667,90.000,15.925
34,5.753,127.320,44.333,172.665,-19.359,36.738
35,1.658,141.310,38.345,175.066,100.305,10.474
36,3.535,104.907,14.028,142.500,4.764,22.561
37,3.047,103.921,47.333,150.202,-29.055,19.290
38,2.023,159.052,76.195,187.143,53.973,12.742
39,4.022,143.243,39.168,188.251,81.573,25.569
40,4.461,111.935,44.333,164.840,152.592,28.491
41,5.265,80.378,35.000,126.424,59.859,33.581
42,8.825,139.683,32.807,173.125,-57.894,56.402
43,15.991,121.278,17.220,182.276,61.557,102.278
44,9.263,119.411,82.704,157.974,4.538,59.203
45,9.848,119.689,32.631,162.769,155.344,62.877
46,2.023,118.439,33.589,143.613,-53.973,12.742
47,2.121,121.528,72.667,148.667,167.905,13.413
48,2.950,101.989,40.000,127.667,0.000,18.736
49,2.072,157.031,133.667,179.333,90.000,13.115
50,3.973,148.374,17.667,175.030,21.801,25.224
51,3.827,97.859,64.511,130.872,-112.620,24.357
52,3.632,150.538,16.000,198.392,-104.036,23.175
53,5.460,114.615,64.620,142.385,-175.365,34.775
54,3.876,118.797,48.214,158.050,98.746,24.643
55,1.780,112.026,46.688,144.620,155.556,11.319
56,6.557,91.988,43.333,158.873,55.954,41.832
57,2.706,130.806,32.434,177.763,-150.642,17.197
58,1.048,174.689,86.667,199.503,135.000,6.624
59,2.121,153.836,74.000,172.187,24.775,13.413
60,8.361,120.158,77.018,148.170,1.005,53.405
61,14.309,130.775,60.914,194.406,67.109,91.518
62,3.827,121.142,69.941,144.704,122.471,24.429
63,3.267,112.768,90.197,142.417,125.838,20.800
64,3.437,138.919,110.447,158.269,-70.017,21.930
65,2.901,136.218,73.000,144.548,120.466,18.476
66,2.706,119.624,39.595,149.949,-150.642,17.197
67,7.435,85.398,22.701,142.812,150.396,47.408
68,3.973,100.405,33.333,138.667,90.000,25.293
69,1.804,116.818,49.333,145.958,145.008,11.435
70,0.878,113.159,18.422,164.992,-59.036,5.462
71,1.804,97.974,21.128,131.477,99.462,11.397
72,2.291,111.502,47.468,147.545,104.931,14.543
73,1.536,101.385,42.667,118.814,60.945,9.645
74,18.746,72.580,17.328,127.102,1.343,119.942
75,7.362,122.600,17.047,196.712,47.420,47.073
76,3.047,124.220,27.101,175.930,67.166,19.312
77,8.142,124.018,26.061,186.222,13.536,52.032
78,5.875,102.141,76.680,125.427,126.870,37.472
79,6.874,89.513,42.526,122.601,163.887,43.879
80,3.023,131.426,32.333,182.773,136.975,19.221
81,4.559,130.513,68.934,156.007,69.228,29.056
82,2.072,120.647,49.000,159.667,0.000,13.115
83,4.534,110.372,62.794,145.543,150.945,28.935
84,7.801,112.065,71.667,141.514,-84.611,49.870
85,9.166,105.437,33.797,149.951,54.782,58.480
86,3.827,145.253,76.667,181.005,152.447,24.302
87,2.974,141.917,44.000,181.007,57.095,18.969
88,7.874,134.834,78.613,171.351,28.951,50.317
89,4.461,153.480,125.780,192.203,-133.668,28.491
90,2.413,120.015,65.000,154.947,42.510,15.250
91,4.047,118.793,73.773,146.867,146.889,25.723
92,3.681,114.493,21.000,167.587,118.610,23.476
93,4.924,130.415,20.191,175.522,100.305,31.421
94,4.607,125.579,45.667,171.687,116.565,29.326
95,5.582,118.328,50.333,146.737,178.493,35.610
96,3.632,98.444,61.126,134.741,26.565,23.042
97,5.144,137.162,72.907,185.667,143.130,32.788
98,6.899,121.624,69.132,165.499,156.161,44.039
99,3.535,110.285,45.111,136.222,-45.000,22.522
100,12.018,133.201,95.000,169.000,0.000,76.817
101,5.217,89.682,54.769,131.461,139.574,33.226
102,4.802,90.761,21.651,134.238,40.030,30.586
