 ,Area,Mean,Min,Max,Angle,Length
1,18.643,125.685,18.000,217.181,-32.074,99.413
2,11.424,152.171,67.333,202.650,-5.290,60.912
3,30.978,108.601,37.333,184.798,11.768,165.212
4,12.300,123.758,47.104,200.344,174.094,65.493
5,7.009,96.346,34.446,180.402,118.887,37.201
6,20.045,100.364,34.584,189.234,-2.411,106.797
7,11.739,115.950,69.667,149.977,158.962,62.577
8,7.324,126.778,62.752,174.769,41.496,38.989
9,8.235,134.321,39.131,174.487,48.122,43.747
10,11.004,131.300,81.655,158.607,159.829,58.632
11,2.979,85.391,38.381,138.500,175.914,15.765
12,3.189,106.868,28.667,165.000,90.000,16.848
13,7.534,137.277,68.667,177.527,51.843,39.996
14,3.680,72.670,9.000,120.257,10.008,19.389
15,6.203,138.310,70.218,223.191,107.819,33.034
16,8.095,116.609,63.333,170.045,130.764,43.005
17,7.780,90.208,36.254,128.664,135.000,41.299
18,11.144,90.222,43.333,147.165,18.778,59.317
19,4.801,120.402,49.074,173.549,48.576,25.464
20,6.343,85.648,59.733,114.733,176.186,33.770
21,5.292,69.261,39.413,108.827,151.390,28.147
22,2.348,37.526,20.758,58.848,174.806,12.406
23,7.394,129.177,38.333,190.524,86.730,39.376
24,11.529,130.835,27.667,192.521,9.462,61.489
25,9.672,98.919,25.333,159.711,168.690,51.544
26,5.292,72.916,39.000,134.667,180.000,28.080
27,4.030,158.304,72.667,198.667,180.000,21.341
28,3.644,101.310,65.000,143.437,35.538,19.324
29,2.803,108.235,75.008,139.077,98.746,14.773
30,3.399,122.488,60.000,158.750,-176.424,18.006
31,2.313,115.086,48.792,139.538,158.199,12.097
32,2.138,86.798,53.733,141.333,174.289,11.288
33,3.504,100.220,69.131,138.468,165.964,18.524
34,6.798,97.251,60.271,150.644,172.875,36.222
35,7.604,121.594,59.000,186.333,180.000,40.435
36,4.030,51.252,37.667,108.667,0.000,21.341
37,3.574,92.172,58.667,142.848,17.354,18.828
38,2.909,91.382,61.745,127.999,143.973,15.277
39,4.766,73.786,28.145,119.437,12.804,25.340
40,4.065,107.763,48.228,149.698,8.973,21.605
41,2.698,107.731,39.314,135.033,108.435,14.207
42,2.033,84.110,45.416,140.667,108.435,10.656
43,2.488,107.530,57.769,131.763,149.036,13.099
44,6.588,140.259,76.705,190.105,84.472,34.982
45,6.168,115.981,37.793,202.677,174.094,32.746
46,7.149,124.282,49.667,163.767,145.840,38.006
47,8.025,143.663,87.912,193.158,-29.932,42.770
48,14.648,119.025,39.036,181.957,157.126,78.019
49,13.667,92.809,26.057,164.000,-13.392,72.739
50,8.060,125.462,85.329,170.874,42.879,42.917
51,3.399,138.749,18.333,185.000,180.000,17.971
52,0.911,91.938,61.333,108.705,165.964,4.631
53,2.979,92.324,23.667,152.667,175.914,15.765
54,5.292,111.890,62.333,170.667,0.000,28.080
55,12.791,63.300,14.333,150.478,-13.349,68.108
56,5.677,110.468,59.273,159.531,48.013,30.222
57,1.086,116.303,51.533,165.547,143.130,5.616
58,3.609,86.489,20.000,135.333,180.000,19.094
59,3.154,99.272,63.333,144.263,70.346,16.697
60,3.890,119.111,73.333,158.218,22.380,20.650
61,3.820,111.239,54.333,154.000,180.000,20.217
62,4.065,59.587,32.196,83.585,-173.991,21.458
63,2.663,57.897,15.021,133.667,151.390,14.074
64,2.243,90.196,49.068,145.313,-163.301,11.726
65,10.198,142.885,26.954,174.864,-7.125,54.333
66,3.364,80.203,31.540,107.694,161.565,17.759
67,4.275,161.926,54.000,199.727,122.905,22.743
68,4.556,83.397,43.333,125.628,152.241,24.116
69,7.569,92.638,22.708,152.367,167.125,40.325
70,4.836,119.071,44.667,149.805,15.255,25.613
71,8.235,90.616,51.846,147.787,166.675,43.862
72,4.836,87.877,55.586,138.354,-142.125,25.613
73,8.025,85.748,50.000,121.628,54.638,42.696
74,3.609,109.687,55.121,155.000,151.928,19.094
75,5.292,96.603,62.333,158.667,180.000,28.080
76,4.836,108.973,74.808,157.641,127.875,25.613
77,13.807,82.532,32.466,162.703,148.736,73.584
78,9.987,185.025,79.000,210.702,-6.072,53.088
79,3.715,66.827,35.664,90.558,149.036,19.648
80,4.661,128.261,57.667,163.152,-177.397,24.736
81,14.718,99.082,50.000,162.640,-23.629,78.463
82,10.268,119.408,17.347,174.374,160.821,54.703
83,8.095,107.107,61.667,140.272,160.145,42.990
84,2.803,57.451,39.203,93.667,171.254,14.773
85,3.609,97.725,69.510,138.569,93.366,19.127
86,6.413,113.330,61.631,173.591,172.405,33.994
87,5.502,89.564,14.038,130.051,-177.797,29.224
88,6.308,76.569,36.953,138.545,50.440,33.508
89,5.922,125.713,57.667,163.000,2.045,31.469
90,12.020,77.774,18.000,124.522,-15.255,64.032
91,7.499,109.344,81.216,159.975,68.499,39.838
92,1.927,104.832,64.111,161.889,-6.340,10.171
93,9.952,141.338,44.333,213.591,-3.652,52.897
94,11.144,118.416,46.398,191.240,-170.181,59.274
95,5.256,89.396,21.701,152.925,-49.899,27.899
96,6.553,128.992,23.545,192.770,123.179,34.891
97,4.766,102.486,36.018,169.593,122.276,25.241
98,1.507,115.116,81.000,133.000,180.000,7.862
99,1.437,120.994,78.867,157.087,153.435,7.535
100,4.661,61.980,20.333,141.000,180.000,24.710
101,15.174,76.677,27.556,133.557,-29.055,80.948
102,9.497,154.331,44.333,183.800,-177.455,50.593
103,3.715,101.799,29.000,156.200,166.759,19.616
