 ,Area,Mean,Min,Max,Angle,Length
1,5.642,115.354,52.770,146.042,-12.995,29.970
2,9.917,154.416,51.667,201.000,180.000,52.790
3,3.399,102.241,32.000,161.667,180.000,17.971
4,4.871,127.902,68.333,174.333,180.000,25.833
5,5.572,74.819,44.949,121.026,155.376,29.653
6,0.701,120.094,66.333,162.950,161.565,3.552
7,2.033,120.466,36.642,193.841,-57.995,10.596
8,18.923,148.545,43.301,223.669,147.724,100.962
9,15.104,78.537,43.000,181.776,-28.355,80.408
10,12.756,90.562,42.330,182.000,163.664,67.886
11,6.868,114.142,67.363,188.455,-47.490,36.568
12,10.338,135.197,28.217,193.080,11.768,55.071
13,12.616,82.770,45.923,152.838,-14.500,67.288
14,3.049,109.847,34.333,152.723,-12.095,16.082
15,3.434,127.389,59.444,155.442,119.745,18.111
16,6.728,67.951,27.218,116.310,155.854,35.695
17,5.537,110.046,59.192,149.579,133.452,29.397
18,2.909,101.413,52.959,157.433,-162.897,15.277
19,3.469,105.583,46.333,143.384,100.620,18.284
20,10.968,124.219,31.769,170.673,-1.102,58.417
21,3.715,62.627,23.857,116.897,156.371,19.616
22,4.380,97.568,35.333,124.882,-50.906,23.155
23,6.553,64.485,29.118,108.656,56.821,34.891
24,3.820,45.341,27.648,67.722,-160.560,20.249
25,3.434,94.964,16.667,129.439,21.801,18.146
26,4.450,96.391,20.381,156.667,-177.274,23.614
27,8.025,133.073,68.713,179.159,54.638,42.696
28,5.992,65.979,22.105,138.420,-171.870,31.769
29,4.380,109.162,47.333,132.426,14.036,23.155
30,4.065,120.937,56.667,161.652,137.121,21.458
31,3.785,157.871,48.667,214.013,51.843,19.998
32,6.974,163.830,93.091,203.485,-178.264,37.082
33,6.693,129.761,82.566,169.622,145.305,35.518
34,12.545,122.709,68.826,170.950,-26.996,66.808
35,19.904,91.989,49.937,143.876,155.606,106.063
36,11.214,79.925,45.816,167.065,64.398,59.783
37,9.146,126.637,33.764,182.602,40.314,48.610
38,10.303,109.054,19.967,189.742,-59.237,54.899
39,7.674,116.578,53.339,186.801,-159.075,40.885
40,10.057,145.641,54.667,200.245,9.660,53.549
41,9.707,144.346,38.841,184.058,-177.510,51.715
42,4.976,110.973,59.604,179.705,167.735,26.437
43,8.901,105.564,29.888,201.541,148.570,47.387
44,6.168,154.494,62.333,200.133,-30.964,32.746
45,8.901,132.746,48.551,189.951,143.673,47.401
46,4.275,125.633,96.014,159.227,81.469,22.715
47,4.836,157.771,30.333,205.988,23.199,25.662
48,5.151,130.344,101.539,167.470,170.538,27.328
49,4.240,99.526,44.000,146.000,0.000,22.464
50,4.275,160.156,55.978,200.956,116.565,22.604
51,3.960,103.327,78.333,158.242,143.746,20.893
52,5.712,80.069,32.279,107.591,164.932,30.243
53,2.803,123.335,83.011,153.603,-171.254,14.773
54,3.715,70.374,30.684,134.667,149.036,19.648
55,3.960,56.795,33.640,113.701,164.476,20.983
56,2.348,92.756,41.667,120.000,180.000,12.355
57,1.717,67.993,42.000,111.333,180.000,8.986
58,1.682,77.360,36.076,137.243,129.806,8.772
59,1.297,154.811,35.000,194.667,90.000,6.739
60,1.086,80.032,24.333,110.000,90.000,5.616
61,4.205,121.208,26.873,168.984,130.914,22.295
62,7.009,134.713,50.719,201.756,-28.887,37.201
63,5.327,94.330,59.219,156.088,-6.843,28.281
64,4.486,94.286,45.000,140.203,148.570,23.694
65,7.044,90.820,45.397,143.279,-8.616,37.488
66,7.850,137.047,106.667,155.223,156.194,41.740
67,2.208,111.050,41.790,156.527,150.945,11.564
68,18.222,81.877,30.430,175.945,6.633,97.245
69,6.623,99.473,36.805,161.795,-9.162,35.269
70,6.062,97.358,40.706,180.675,126.469,32.124
71,3.399,115.289,20.333,141.333,180.000,17.971
72,120.000,115.335,20.758,152.916,139.086,119.097
73,6.343,75.274,23.967,145.490,148.392,34.009
74,5.447,92.650,27.236,133.502,139.635,29.241
75,1.896,136.628,67.667,200.222,173.660,10.088
76,5.550,78.484,49.228,153.045,-167.005,29.725
77,4.826,166.649,44.667,206.587,-172.569,25.839
78,2.241,85.128,35.737,146.333,138.814,11.842
79,1.896,144.008,44.000,207.000,-63.435,9.964
80,1.413,111.181,44.632,166.713,116.565,7.473
81,2.137,48.722,25.290,68.404,-168.690,11.361
82,10.583,78.774,41.675,115.591,168.690,56.803
83,3.137,152.462,66.000,192.333,0.000,16.710
84,0.655,117.175,92.000,154.333,0.000,3.342
85,5.791,91.922,45.493,137.201,149.744,30.952
86,9.549,110.932,31.447,190.463,137.643,51.256
87,7.894,164.007,85.333,201.333,180.000,42.332
88,6.653,145.983,55.750,219.271,104.470,35.665
89,3.999,69.158,20.000,140.341,152.103,21.428
90,4.171,114.111,62.813,179.000,-36.870,22.280
91,4.412,124.926,54.233,158.957,-171.870,23.631
92,4.378,112.092,62.000,194.000,180.000,23.394
93,6.756,122.614,80.333,165.204,146.310,36.149
94,6.446,152.795,86.000,184.333,180.000,34.534
95,2.379,94.367,35.000,148.574,15.255,12.701
96,15.305,74.925,31.790,140.667,151.699,82.240
97,3.723,89.053,59.392,123.613,153.435,19.928
98,6.205,122.578,45.667,181.059,-13.570,33.234
99,5.205,111.897,8.505,161.347,28.610,27.917
100,3.344,68.505,43.667,161.333,180.000,17.824
