 ,Area,Mean,Min,Max,Angle,Length
1,13.334,130.640,27.864,173.974,-178.741,85.269
2,20.745,147.456,26.000,202.913,-10.993,132.648
3,5.899,105.099,16.843,147.254,175.711,37.577
4,3.925,163.431,99.027,191.294,34.287,24.944
5,4.778,133.458,23.202,176.719,-42.510,30.500
6,1.487,132.610,49.667,170.467,95.711,9.415
7,14.578,133.668,48.416,175.748,67.557,93.247
8,6.167,121.826,69.508,161.238,-91.364,39.356
9,4.680,91.308,61.672,111.257,-43.727,29.816
10,7.679,92.215,14.333,144.742,41.906,49.090
11,6.241,158.764,46.680,192.576,-43.091,39.767
12,12.530,130.154,58.306,172.483,141.654,80.029
13,3.413,136.194,46.323,191.740,4.970,21.628
14,2.828,146.014,121.678,179.559,-27.897,18.020
15,1.463,151.531,106.000,168.224,113.962,9.226
16,18.307,74.971,45.304,135.275,-0.458,117.103
17,15.675,131.374,99.184,175.894,91.071,100.254
18,2.535,186.931,122.558,208.639,125.538,16.117
19,1.536,125.173,37.849,146.000,29.055,9.645
20,7.703,135.537,27.147,173.467,-107.745,49.179
21,5.924,140.517,50.549,184.297,43.995,37.763
22,5.265,112.639,45.341,144.131,-54.090,33.542
23,15.601,129.157,15.643,194.571,65.601,99.780
24,4.120,123.044,90.367,148.354,124.824,26.247
25,1.780,116.706,35.917,139.139,131.634,11.280
26,1.341,143.252,45.333,192.148,116.565,8.379
27,2.803,108.441,22.000,146.333,180.000,17.799
28,4.729,147.145,44.897,175.513,95.356,30.109
29,9.215,116.481,64.537,145.988,22.479,58.802
30,9.483,157.786,116.601,188.247,-21.801,60.537
31,2.950,132.352,31.960,184.667,36.870,18.736
32,2.852,137.129,19.136,163.999,-78.111,18.189
33,4.388,133.992,87.534,175.565,103.570,27.947
34,3.510,144.934,73.321,163.662,-75.379,22.267
35,7.533,112.392,94.000,139.454,-83.290,48.106
36,1.219,117.742,52.333,136.109,75.964,7.725
37,0.488,117.654,98.000,131.000,108.435,2.962
38,6.777,89.573,69.823,137.000,150.101,43.225
39,7.752,120.951,65.667,174.920,24.624,49.464
40,10.750,119.480,59.558,179.520,-72.553,68.738
41,5.217,118.174,26.387,163.293,16.390,33.200
42,4.997,120.152,49.667,141.311,135.000,31.796
43,3.242,146.052,80.329,188.193,39.472,20.631
44,2.365,120.351,49.667,165.333,0.000,14.989
45,7.679,116.512,49.300,168.517,48.094,49.090
46,5.729,113.906,87.258,153.513,150.803,36.487
47,3.535,122.819,18.954,173.000,-45.000,22.522
48,1.487,126.148,47.000,156.000,0.000,9.368
49,0.853,149.013,66.216,172.571,45.000,5.299
50,1.365,172.451,151.147,188.543,130.601,8.637
51,1.975,129.551,61.847,171.785,116.565,12.568
52,5.631,102.644,32.823,133.340,15.124,35.905
53,5.314,132.178,38.667,180.983,-114.444,33.958
54,3.852,114.912,62.985,156.694,-96.582,24.518
55,7.581,114.412,38.000,167.834,-134.215,48.361
56,3.267,135.197,64.000,163.704,-71.565,20.737
57,1.194,113.728,64.667,146.000,180.000,7.494
58,4.705,101.178,56.000,126.875,93.576,30.036
59,2.925,116.028,98.214,135.104,-139.086,18.595
60,8.605,123.766,45.829,163.756,-62.560,54.888
61,6.241,105.934,16.712,131.256,-34.439,39.756
62,2.852,140.571,87.533,175.891,158.749,18.092
63,4.095,98.546,14.642,176.235,14.534,26.130
64,1.487,145.764,54.600,172.867,95.711,9.415
65,1.194,105.932,25.333,151.167,-82.875,7.553
66,3.730,141.052,57.052,176.018,71.565,23.699
67,4.242,148.876,68.921,196.678,-123.690,27.021
68,3.852,123.420,35.981,181.304,96.582,24.518
69,1.365,100.432,28.634,135.965,77.471,8.637
70,4.266,140.982,38.856,196.088,133.603,27.167
71,4.827,160.323,27.161,205.046,-77.661,30.686
72,3.583,109.020,87.324,143.000,-170.538,22.793
73,1.194,125.966,89.333,147.667,0.000,7.494
74,3.852,134.040,35.333,189.122,-133.452,24.518
75,1.731,132.268,80.325,154.252,109.983,10.965
76,3.998,123.475,51.313,146.817,72.897,25.483
77,4.729,120.380,66.817,170.964,154.231,30.167
78,6.557,110.686,31.178,172.003,40.462,41.863
79,2.218,108.124,76.444,129.000,-86.186,14.083
80,2.511,112.977,11.333,164.000,90.000,15.925
81,2.828,97.500,16.667,153.411,132.879,17.897
82,0.219,36.748,29.042,52.000,135.000,1.325
83,0.780,97.613,40.484,119.771,101.310,4.777
84,6.728,124.281,84.464,192.740,69.590,42.980
85,4.997,121.240,47.230,148.821,76.373,31.810
86,12.018,86.867,53.756,159.870,2.095,76.868
87,8.215,134.205,19.135,174.542,74.476,52.502
88,18.015,112.551,38.984,151.200,-129.388,115.149
89,3.437,154.492,19.333,198.667,70.017,21.930
90,1.194,135.929,79.000,162.208,119.745,7.553
91,2.194,149.681,62.832,189.543,109.654,13.926
92,4.754,120.150,91.947,149.942,111.801,30.269
93,7.776,93.182,47.333,139.984,-79.114,49.606
94,2.828,97.147,38.665,137.596,83.991,17.897
95,3.364,118.874,70.232,160.667,-113.199,21.403
96,3.267,118.418,30.676,146.950,125.838,20.800
97,1.341,113.533,32.000,166.333,90.000,8.431
98,5.168,145.194,77.667,177.483,109.983,32.895
99,3.242,115.328,66.667,145.388,140.528,20.631
100,3.754,91.190,25.030,117.430,-149.421,23.939
